User_name,Category,Comments,Comments_extra,Comments_merge,Comments_Cleaned,predicted_sentiment
Vương Trường Nhi,Màu : A08 - cam bưởi đỏ,"màu rất đẹp, tươi, trẻ trung, mượt mịn môi.",Cực kì hài lòng,"màu rất đẹp, tươi, trẻ trung, mượt mịn môi.",màu rất đẹp tươi trẻ trung mượt mịn môi,Positive
Đỗ Nguyễn Huân,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trương Thị Hoa,Màu : A12 - nâu gạch,Giao nhanh đúng mẫu ??,Cực kì hài lòng,Giao nhanh đúng mẫu ??,giao nhanh đúng mẫu,Positive
Lương Tử Sa,Màu : A20 - đỏ tím cherry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Đinh Dung,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoàng Đường,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Đinh Vũ Mai Thy,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn THỊ Kiều OANH,Màu : A06 - đỏ nâu,Dùng ok,Cực kì hài lòng,Dùng ok,dùng ok,Positive
Nguyễn THỊ Kiều OANH,Màu : A10 - đỏ berry,Dùng Ok,Cực kì hài lòng,Dùng Ok,dùng ok,Positive
Bùi Hà Trang,Màu : A19 - đỏ hồng tomato,Son mềm,Cực kì hài lòng,Son mềm,son mềm,Positive
Huỳnh Thị Huyền Trân,Màu : A12 - nâu gạch,"son đẹp,  đóng gói cẩn thận,  giao hàng nhanh. Tôi rất hài lòng.",Cực kì hài lòng,"son đẹp,  đóng gói cẩn thận,  giao hàng nhanh. Tôi rất hài lòng.",son đẹp đóng gói cẩn thận giao hàng nhanh tôi rất hài lòng,Positive
Hảo Đặng,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Le Han,Màu : A12 - nâu gạch,cực kỳ hài lòng,Cực kì hài lòng,cực kỳ hài lòng,cực kỳ hài lòng,Positive
Nguyễn Thu Ngân,Màu : A12 - nâu gạch,Lên màu đẹp. Mùi thơm. Check mã bên I check cũnh có xiất xứ rõ rành. OK!,Cực kì hài lòng,Lên màu đẹp. Mùi thơm. Check mã bên I check cũnh có xiất xứ rõ rành. OK!,lên màu đẹp mùi thơm check mã bên i check cũnh có xiất xứ rõ rành ok,Positive
Đinh Nhi,Màu : A04 - đỏ thẫm,Đẹp hơn sự mong đợi,Cực kì hài lòng,Đẹp hơn sự mong đợi,đẹp hơn sự mong đợi,Positive
Phan Thị Thanh Tình,Màu : A09 - hồng quế,"Xài Ok, màu khá đẹp",Cực kì hài lòng,"Xài Ok, màu khá đẹp",xài ok màu khá đẹp,Positive
Lê Đăng Khôi,Màu : A01- đỏ dâu,Ny thích,Cực kì hài lòng,Ny thích,người yêu thích,Positive
Đoàn Thị Thu Dung,Màu : A06 - đỏ nâu,"Đóng gói đẹp
Sản phẩm xài tốt
Nên mua để sử dụng",Cực kì hài lòng,"Đóng gói đẹp
Sản phẩm xài tốt
Nên mua để sử dụng",đóng gói đẹp sản phẩm xài tốt nên mua để sử dụng,Positive
Hồ Ngọc Thảo Nguyên,Màu : A08 - cam bưởi đỏ,Cũng ổn,Cực kì hài lòng,Cũng ổn,cũng ổn,Positive
Phương Thảo,Màu : A12 - nâu gạch,son đẹp mê ly luôn. thích cực kì. sẽ ủng hộ shop dài dài❤,Cực kì hài lòng,son đẹp mê ly luôn. thích cực kì. sẽ ủng hộ shop dài dài❤,son đẹp mê ly luôn thích cực kì sẽ ủng hộ shop dài dài,Positive
Đỗ Văn Nam,Màu : A15 - nâu ánh đỏ,Tốt,Cực kì hài lòng,Tốt,tốt,Positive
Huỳnh Xuân Gia Khánh,Màu : A12 - nâu gạch,"mình thích cực màu son này luôn í , ngầu cực a12  là 1 màu rất tuyệt vời",màu son,"mình thích cực màu son này luôn í , ngầu cực a12  là 1 màu rất tuyệt vời",mình thích cực màu son này luôn í ngầu cực a12 là 1 màu rất tuyệt vời,Positive
Thao Nguyen,Màu : A01- đỏ dâu,nhu cccc nguoi ta,Cực kì hài lòng,nhu cccc nguoi ta,nhu tiêu cực người ta,Negative
Cẩm Kity,Màu : A06 - đỏ nâu,tốt giao hàng nhanh,Cực kì hài lòng,tốt giao hàng nhanh,tốt giao hàng nhanh,Positive
Nghiêm Hằng,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoàng Vẹn,Màu : A10 - đỏ berry,"đóng gói đẹp 
giao hàng nhanh 
check qua app hàng chính hãng 
màu rất đẹp",Cực kì hài lòng,"đóng gói đẹp 
giao hàng nhanh 
check qua app hàng chính hãng 
màu rất đẹp",đóng gói đẹp giao hàng nhanh check qua ap hàng chính hãng màu rất đẹp,Positive
Cua Thị Ánh Tuyết,Màu : A06 - đỏ nâu,Son lên màu chuẩn đẹp?,Cực kì hài lòng,Son lên màu chuẩn đẹp?,son lên màu chuẩn đẹp,Positive
Kelvin Nguyễn,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Vũ Như Quỳnh,Màu : A12 - nâu gạch,"khá ok
chất son mềm mi",Cực kì hài lòng,"khá ok
chất son mềm mi",khá ok chất son mềm mi,Positive
Tien Nham,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Khánh Hồng,Màu : A05 - cam đỏ,Ok,Cực kì hài lòng,Ok,ok,Positive
Phạm Tiến Đạt,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Kim Ngc,Màu : A06 - đỏ nâu,son đẹp lì giao hàng nhanh đặc biệt thơm như mùi nho sẽ tiếp tục ủng hộ,A06,son đẹp lì giao hàng nhanh đặc biệt thơm như mùi nho sẽ tiếp tục ủng hộ,son đẹp lì giao hàng nhanh đặc biệt thơm như mùi nho sẽ tiếp tục ủng hộ,Positive
Nguyễn Trâm,Màu : A10 - đỏ berry,"màu đẹp chuẩn, mịn môi.",Cực kì hài lòng,"màu đẹp chuẩn, mịn môi.",màu đẹp chuẩn mịn môi,Positive
Ngọc Thảo,Màu : A12 - nâu gạch,son thơm giao hàng nhanh,Cực kì hài lòng,son thơm giao hàng nhanh,son thơm giao hàng nhanh,Positive
Huỳnh Minh Thư,Màu : A12 - nâu gạch,siêu đẹp nha,Cực kì hài lòng,siêu đẹp nha,siêu đẹp nha,Positive
Hoàng Anh,Màu : A19 - đỏ hồng tomato,"sản phẩm khá tốt, son mịn và thơm nhưng hơi buồn son ko hợp với màu của mk",Cực kì hài lòng,"sản phẩm khá tốt, son mịn và thơm nhưng hơi buồn son ko hợp với màu của mk",sản phẩm khá tốt son mịn và thơm nhưng hơi buồn son không hợp với màu của mình,Positive
Đặng Tuấn,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Huỳnh Châu,Màu : A13 - nâu đỏ tươi,"Son đẹp, đóng gói cẩn thận.",Cực kì hài lòng,"Son đẹp, đóng gói cẩn thận.",son đẹp đóng gói cẩn thận,Positive
K Thom,Màu : A02 - hoa hồng khô,"son thơm quá , lên màu cũng chuẩn nữa hicc",Cực kì hài lòng,"son thơm quá , lên màu cũng chuẩn nữa hicc",son thơm quá lên màu cũng chuẩn nữa hic,Positive
Nguyễn Triệu Nguyệt Cầm,Màu : A12 - nâu gạch,"mùi thơm dễ chịu, lúc mới tô lên thì chất khá mượt nhưng lúc sau khá khô",Cực kì hài lòng,"mùi thơm dễ chịu, lúc mới tô lên thì chất khá mượt nhưng lúc sau khá khô",mùi thơm dễ chịu lúc mới tô lên thì chất khá mượt nhưng lúc sau khá khô,Positive
Cải Thảo,Màu : A11 - hồng cháy,rất hài lòng đúng màu chất lượng tốt,Cực kì hài lòng,rất hài lòng đúng màu chất lượng tốt,rất hài lòng đúng màu chất lượng tốt,Positive
Quynh Nguyen,Màu : A01- đỏ dâu,lên màu đẹp ạ,Cực kì hài lòng,lên màu đẹp ạ,lên màu đẹp ạ,Positive
Nguyễn Thị Hải Lâm,Màu : A12 - nâu gạch,lần này giao nhanh hàng đẹp,Cực kì hài lòng,lần này giao nhanh hàng đẹp,lần này giao nhanh hàng đẹp,Positive
Nguyen Nhuong,Màu : A07 - cam hồng,son ok cho 5 sao,Cực kì hài lòng,son ok cho 5 sao,son ok cho 5 sao,Positive
Lam Lam,Màu : A13 - nâu đỏ tươi,màu son đẹp lắm nha mọi người ơiiiiii??????,Cực kì hài lòng,màu son đẹp lắm nha mọi người ơiiiiii??????,màu son đẹp lắm nha mọi người ơi,Positive
Võ Minh Triều,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Châu Trần,Màu : A05 - cam đỏ,"màu son đẹp, tươi tắn, độ lì cao",Cực kì hài lòng,"màu son đẹp, tươi tắn, độ lì cao",màu son đẹp tươi tắn độ lì cao,Positive
Lê Huỳnh Châu,Màu : A13 - nâu đỏ tươi,"Son màu đep, đóng gói cẩn thận",Cực kì hài lòng,"Son màu đep, đóng gói cẩn thận",son màu đep đóng gói cẩn thận,Positive
Nguyễn Thị Mỹ Duyên,Màu : A15 - nâu ánh đỏ,Hài lòng sản phẩm tốt đẹp giao hàng nhanh đóng gói đẹp,Cực kì hài lòng,Hài lòng sản phẩm tốt đẹp giao hàng nhanh đóng gói đẹp,hài lòng sản phẩm tốt đẹp giao hàng nhanh đóng gói đẹp,Positive
Khôi Nguyễn,Màu : A12 - nâu gạch,sản phẩm tốt,Cực kì hài lòng,sản phẩm tốt,sản phẩm tốt,Positive
Nguyễn Thị Kim Trang,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Tâm Giao,Màu : A07 - cam hồng,thơm xịn mịn,Cực kì hài lòng,thơm xịn mịn,thơm xịn mịn,Positive
Lê Thị Thuỳ Vân,Màu : A05 - cam đỏ,"Son dùng thích
Nhân viên giao hàng thân thiện",Cực kì hài lòng,"Son dùng thích
Nhân viên giao hàng thân thiện",son dùng thích nhân viên giao hàng thân thiện,Negative
Sofia Mac,Màu : A19 - đỏ hồng tomato,son mượt. mềm. rất thích. màu 02 cam nhẹ và 19 hơi đỏ hồng chứ ko đỏ tươi lắm.,màu đẹp. thơm. mềm môi,son mượt. mềm. rất thích. màu 02 cam nhẹ và 19 hơi đỏ hồng chứ ko đỏ tươi lắm.,son mượt mềm rất thích màu 02 cam nhẹ và 19 hơi đỏ hồng chứ không đỏ tươi lắm,Positive
HỒ THỊ BÍCH PHƯƠNG,Màu : A02 - hoa hồng khô,son dùng rất ok,Cực kì hài lòng,son dùng rất ok,son dùng rất ok,Positive
Phương Ngân,Màu : A12 - nâu gạch,"son mịn, màu đẹp",Cực kì hài lòng,"son mịn, màu đẹp",son mịn màu đẹp,Positive
Nguyễn Trần Tuấn,Màu : A12 - nâu gạch,Sản phẩm tốt,Cực kì hài lòng,Sản phẩm tốt,sản phẩm tốt,Positive
Le Ngoc Tan,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trần Huy Nam,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hà Thị Mỹ Duyên,Màu : A12 - nâu gạch,"Màu đẹp, thơm mùi trái cây, dễ sử dụng, cảm thấy hài lòng về sản phẩm .",Cực kì hài lòng,"Màu đẹp, thơm mùi trái cây, dễ sử dụng, cảm thấy hài lòng về sản phẩm .",màu đẹp thơm mùi trái cây dễ sử dụng cảm thấy hài lòng về sản phẩm,Positive
Huynh Chi,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thu Huong,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Cường,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nga Ngố,Màu : A09 - hồng quế,son dẹp qua,Cực kì hài lòng,son dẹp qua,son dẹp qua,Positive
Lê Thị Trúc Phương,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Bùi Thị Huỳnh Mai,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Kim Ngan,Màu : A09 - hồng quế,son lên màu đẹp,Cực kì hài lòng,son lên màu đẹp,son lên màu đẹp,Positive
Nguyễn Nhi,Màu : A03 - đỏ tươi,sản phẩm i hình minh rất thích,Cực kì hài lòng,sản phẩm i hình minh rất thích,sản phẩm i hình minh rất thích,Positive
Trần Thị Huỳnh Như,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Võ Mỹ Ngọc,Màu : A06 - đỏ nâu,son đẹp màu êm Giao Hàng Nhanh chống,Cực kì hài lòng,son đẹp màu êm Giao Hàng Nhanh chống,son đẹp màu êm giao hàng nhanh chống,Positive
Nguyễn Ngọc Như Ý,Màu : A02 - hoa hồng khô,"Màu A02 ....Mùi son rất thơm, dễ chịu, lúc sử dụng rất mềm môi, lên màu đẹp cực",Rất hài lòng,"Màu A02 ....Mùi son rất thơm, dễ chịu, lúc sử dụng rất mềm môi, lên màu đẹp cực",màu a02 mùi son rất thơm dễ chịu lúc sử dụng rất mềm môi lên màu đẹp cực,Positive
Trà My,Màu : A08 - cam bưởi đỏ,vô cùng hài lòng son đẹp tuyệt vời còn có mùi thơm nhẹ nữa,Cực kì hài lòng,vô cùng hài lòng son đẹp tuyệt vời còn có mùi thơm nhẹ nữa,vô cùng hài lòng son đẹp tuyệt vời còn có mùi thơm nhẹ nữa,Positive
Conlock,Màu : A06 - đỏ nâu,Lần đầu tiên mua son qua mạng  mà hài lòng như vậy luôn !,Rất hài lòng,Lần đầu tiên mua son qua mạng  mà hài lòng như vậy luôn !,lần đầu tiên mua son qua mạng mà hài lòng như vậy luôn,Positive
Phạm Trần TuấnKiệt,Màu : A04 - đỏ thẫm,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Kim Ánh,Màu : A04 - đỏ thẫm,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Minh Anh,Màu : A07 - cam hồng,"Đẹp, giao đúng thời hạn,đúng hàng chính hãng",Cực kì hài lòng,"Đẹp, giao đúng thời hạn,đúng hàng chính hãng",đẹp giao đúng thời hạn đúng hàng chính hãng,Positive
Thanh Nhàn,Màu : A12 - nâu gạch,đúng chuẩn hàng real nhé,Cực kì hài lòng,đúng chuẩn hàng real nhé,đúng chuẩn hàng real nhé,Positive
Thanh Thoãng,Màu : A06 - đỏ nâu,lần đầu min,Hài lòng,lần đầu min,lần đầu min,Positive
Bùi Thị Như Ý,Màu : A08 - cam bưởi đỏ,gói đẹp chắc chắn sản phẩm nhìn rất okkk,Cực kì hài lòng,gói đẹp chắc chắn sản phẩm nhìn rất okkk,gói đẹp chắc chắn sản phẩm nhìn rất ok,Positive
Diễm Phùng,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phan Thị Thanh Tình,Màu : A07 - cam hồng,"Xài khá ok, màu đẹp giống hình",Cực kì hài lòng,"Xài khá ok, màu đẹp giống hình",xài khá ok màu đẹp giống hình,Positive
Ngô Văn Giỏi,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thuy Nguyen,Màu : A19 - đỏ hồng tomato,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Đàm Thị Mê Ca,Màu : A19 - đỏ hồng tomato,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Đàm Thị Mê Ca,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Đàm Thị Mê Ca,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Huỳnh Dung,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trúc Nguyễn,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phạm Như Ý,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trần Hùng,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trần Hùng,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Thị Hải Lâm,Màu : A19 - đỏ hồng tomato,"son mịn màu đẹp, ổn mà giao hơi trễ",Cực kì hài lòng,"son mịn màu đẹp, ổn mà giao hơi trễ",son mịn màu đẹp ổn mà giao hơi trễ,Positive
Tạ Ngọc Trân,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Văn Quý,Màu : A11 - hồng cháy,Tốt,Cực kì hài lòng,Tốt,tốt,Positive
Phùng Thảo,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Quynh Anh,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Nhẫn,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ngoc Hao,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Linh Ca,Màu : A02 - hoa hồng khô,tốt,Cực kì hài lòng,tốt,tốt,Positive
Nguyễn Chí Tâm,Màu : A19 - đỏ hồng tomato,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thuy Trang Mai,Màu : A11 - hồng cháy,"son màu rất đẹp, mình rất hài lòng, cảm ơn shop",Cực kì hài lòng,"son màu rất đẹp, mình rất hài lòng, cảm ơn shop",son màu rất đẹp mình rất hài lòng cảm ơn shop,Positive
Thanh Tâm,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lộc Nguyễn,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Anh Nguyen,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Không Tên,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phan Thị Huyền,Màu : A06 - đỏ nâu,son quá ưng là thíchhhhhh,Cực kì hài lòng,son quá ưng là thíchhhhhh,son quá ưng là thích,Positive
Linh Nguyễn,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ge Mi,Màu : A07 - cam hồng,"Chất son ok, màu đẹp!",Cực kì hài lòng,"Chất son ok, màu đẹp!",chất son ok màu đẹp,Positive
Võ Hoàng Thái Sơn,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Bùi Lê Hương Bình,Màu : A01- đỏ dâu,"Son đẹp, chất son khá mỏng và min. Màu như hình. Đánh lên sánc da. Giá cả cũng hợp lý.",Cực kì hài lòng,"Son đẹp, chất son khá mỏng và min. Màu như hình. Đánh lên sánc da. Giá cả cũng hợp lý.",son đẹp chất son khá mỏng và min màu như hình đánh lên sánc da giá cả cũng hợp lý,Positive
Bảo Bảo,Màu : A03 - đỏ tươi,đẹp,Cực kì hài lòng,đẹp,đẹp,Positive
Bùi Minh Tân,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Bùi Minh Tân,Màu : A21 - đỏ nâu ánh khói,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Châu Nghĩa,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hồ Hồng Thắm,Màu : A09 - hồng quế,sp ok,Cực kì hài lòng,sp ok,sản phẩm ok,Positive
Vương Thu Vân,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Quốc Pháp,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoai Nguyen Hoai,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
